project,test,match_status,exception_type,category,message
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest#withMissingTargetDirWithCompression,matched (82 report(s) available),java.io.FileNotFoundException,File / Resource,target/test-output/44021894/2019-08-28/-2019-08-28_10_07_17.gz (No such file or directory)
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest#withMissingTargetDirWithZipCompression,matched (58 report(s) available),java.io.FileNotFoundException,File / Resource,target/test-output/822590565/2019-08-28/-2019-08-28_10_21_30.zip (No such file or directory)
qos-ch-logback,ch.qos.logback.core.recovery.ResilientOutputStreamTest#verifyRecuperationAfterFailure,matched (4 report(s) available),Wanted but not invoked,Other (Wanted but not invoked),"
Wanted but not invoked:
resilientFileOutputStream.openNewOutputStream();
-> at ch.qos.logback.core.recovery.ResilientOutputStreamTest.verifyRecuperationAfterFailure(ResilientOutputStreamTest.java:54)

However, there were other interactions with this mock:
-> at ch.qos.logback.core.recovery.ResilientOutputStreamTest.verifyRecuperationAfterFailure(ResilientOutputStreamTest.java:45)
-> at ch.qos.logback.core.recovery.ResilientOutputStreamTest.verifyRecuperationAfterFailure(ResilientOutputStreamTes"
qos-ch-logback,ch.qos.logback.core.FileAppenderResilienceTest#smoke,matched (13 report(s) available),java.lang.AssertionError,Assertion Failure,totalLines=512 less than 748
qos-ch-logback,ch.qos.logback.core.recovery.RecoveryCoordinatorTest#actualTime,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,
qos-ch-logback,ch.qos.logback.core.AsyncAppenderBaseTest#workerShouldStopEvenIfInterruptExceptionConsumedWithinSubappender,matched (16 report(s) available),java.lang.AssertionError,Assertion Failure,
qos-ch-logback,ch.qos.logback.core.util.FileUtilTest#basicCopyingWorks,matched (3824 report(s) available),ch.qos.logback.core.rolling.RolloverFailure,Other (RolloverFailure),Failed to copy [src/test/input/compress1.copy] to [target/test-output//fu2416/copyingWorks.txt]
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingWithArchiveRemoval_Test#dailyRolloverWithInactivity10,matched (44 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<4> but was:<3>
spring-projects-spring-boot,sample.data.redis.SampleRedisApplicationTests#testDefaultSettings,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,sample.parent.consumer.SampleIntegrationParentApplicationTests#testVanillaExchange,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests#disabled,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests#onSamePort,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests#portPropertiesOnSamePort,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,sample.bitronix.SampleBitronixApplicationTests#testExposesXaAndNonXa,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,sample.data.gemfire.SampleDataGemFireApplicationTests#testGemstonesApp,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreation,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreationWithIncludes,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreationWithGrabResolver,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideContexts,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDropFirst,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDataSource,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDefaultSchema,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideChangeLog,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testDefaultSpringLiquibase,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests#defaultAtomikosTransactionManagerName,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests#defaultBitronixServerId,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests#testLiquibasePlusValidation,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.hornetq.HornetQAutoConfigurationTests#embeddedWithPersistentMode,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.gradle.NoJarTests#nojar,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[0],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[0],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[1],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[1],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[2],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[2],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[3],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[3],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[4],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[4],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[5],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[5],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[6],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[6],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[7],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[7],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[8],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[8],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[9],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[9],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[10],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[10],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[11],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[11],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[12],no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
